outfit_id,category,link,color_chip_id
212,0,http://www.uniqlo.com/tw/store/goods/401848,25
212,0,http://www.uniqlo.com/tw/store/goods/400325,04
213,0,http://www.uniqlo.com/tw/store/goods/400621,58
213,0,http://www.uniqlo.com/tw/store/goods/401787,68
213,1,http://www.uniqlo.com/tw/store/goods/401161,04
214,0,http://www.uniqlo.com/tw/store/goods/401447,58
214,0,http://www.uniqlo.com/tw/store/goods/400495,68
214,0,http://www.uniqlo.com/tw/store/goods/400644,08
214,1,http://www.uniqlo.com/tw/store/goods/400135,34
214,-1,http://www.uniqlo.com/tw/store/goods/402078,59
215,0,http://www.uniqlo.com/tw/store/goods/404362,69
215,0,http://www.uniqlo.com/tw/store/goods/405135,67
215,-1,http://www.uniqlo.com/tw/store/goods/404888,09
216,0,http://www.uniqlo.com/tw/store/goods/403909,09
217,0,http://www.uniqlo.com/tw/store/goods/405135,67
218,0,http://www.uniqlo.com/tw/store/goods/403066,09
219,-1,http://www.uniqlo.com/tw/store/goods/401672,09
219,1,http://www.uniqlo.com/tw/store/goods/400135,08
219,-1,http://www.uniqlo.com/tw/store/goods/400036,09
220,0,http://www.uniqlo.com/tw/store/goods/400511,57
220,0,http://www.uniqlo.com/tw/store/goods/401841,35
220,1,http://www.uniqlo.com/tw/store/goods/400137,34
220,-1,http://www.uniqlo.com/tw/store/goods/400042,45
220,-1,http://www.uniqlo.com/tw/store/goods/400045,08
221,0,http://www.uniqlo.com/tw/store/goods/400512,07
221,1,http://www.uniqlo.com/tw/store/goods/401756,09
222,0,http://www.uniqlo.com/tw/store/goods/400502,69
222,1,http://www.uniqlo.com/tw/store/goods/405637,32
223,0,http://www.uniqlo.com/tw/store/goods/400518,09
223,0,http://www.uniqlo.com/tw/store/goods/403273,65
224,0,http://www.uniqlo.com/tw/store/goods/400330,35
224,0,http://www.uniqlo.com/tw/store/goods/400332,31
224,1,http://www.uniqlo.com/tw/store/goods/401317,58
225,0,http://www.uniqlo.com/tw/store/goods/407417,00
225,0,http://www.uniqlo.com/tw/store/goods/401764,09
225,1,http://www.uniqlo.com/tw/store/goods/401165,56
226,-1,http://www.uniqlo.com/tw/store/goods/404898,01
226,2,http://www.uniqlo.com/tw/store/goods/400144,09
227,2,http://www.uniqlo.com/tw/store/goods/400260,08
227,2,http://www.uniqlo.com/tw/store/goods/401925,01
227,2,http://www.uniqlo.com/tw/store/goods/402672,19
227,2,http://www.uniqlo.com/tw/store/goods/400147,03
227,3,http://www.uniqlo.com/tw/store/goods/400562,57
227,-1,http://www.uniqlo.com/tw/store/goods/400042,09
227,-1,http://www.uniqlo.com/tw/store/goods/400360,02
228,0,http://www.uniqlo.com/tw/store/goods/400337,57
228,0,http://www.uniqlo.com/tw/store/goods/400335,00
228,1,http://www.uniqlo.com/tw/store/goods/400483,32
229,0,http://www.uniqlo.com/tw/store/goods/400494,67
229,0,http://www.uniqlo.com/tw/store/goods/400328,69
230,0,http://www.uniqlo.com/tw/store/goods/400495,68
230,0,http://www.uniqlo.com/tw/store/goods/400644,33
230,1,http://www.uniqlo.com/tw/store/goods/401317,09
231,0,http://www.uniqlo.com/tw/store/goods/400511,66
231,0,http://www.uniqlo.com/tw/store/goods/400230,69
231,-1,http://www.uniqlo.com/tw/store/goods/400042,01
231,-1,http://www.uniqlo.com/tw/store/goods/400044,58
232,0,http://www.uniqlo.com/tw/store/goods/400512,69
232,0,http://www.uniqlo.com/tw/store/goods/400330,58
232,0,http://www.uniqlo.com/tw/store/goods/401836,01
232,1,http://www.uniqlo.com/tw/store/goods/404802,68
233,0,http://www.uniqlo.com/tw/store/goods/400331,55
234,0,http://www.uniqlo.com/tw/store/goods/400692,09
235,1,http://www.uniqlo.com/tw/store/goods/401165,09
235,0,http://www.uniqlo.com/tw/store/goods/400662,08
235,0,http://www.uniqlo.com/tw/store/goods/400643,08
235,0,http://www.uniqlo.com/tw/store/goods/401386,08
235,-1,http://www.uniqlo.com/tw/store/goods/401630,08
236,0,http://www.uniqlo.com/tw/store/goods/400220,31
236,1,http://www.uniqlo.com/tw/store/goods/401756,09
237,0,http://www.uniqlo.com/tw/store/goods/400518,08
237,0,http://www.uniqlo.com/tw/store/goods/400337,28
237,0,http://www.uniqlo.com/tw/store/goods/400493,03
237,1,http://www.uniqlo.com/tw/store/goods/400483,32
237,-1,http://www.uniqlo.com/tw/store/goods/400828,38
238,0,http://www.uniqlo.com/tw/store/goods/400325,00
238,1,http://www.uniqlo.com/tw/store/goods/401317,32
239,0,http://www.uniqlo.com/tw/store/goods/400518,09
240,0,http://www.uniqlo.com/tw/store/goods/400518,09
240,0,http://www.uniqlo.com/tw/store/goods/400500,19
240,1,http://www.uniqlo.com/tw/store/goods/400342,09
240,-1,http://www.uniqlo.com/tw/store/goods/402078,19
241,0,http://www.uniqlo.com/tw/store/goods/404354,05
241,2,http://www.uniqlo.com/tw/store/goods/403249,68
241,1,http://www.uniqlo.com/tw/store/goods/403971,69
241,-1,http://www.uniqlo.com/tw/store/goods/404889,09
242,0,http://www.uniqlo.com/tw/store/goods/400501,58
242,0,http://www.uniqlo.com/tw/store/goods/404163,43
242,0,http://www.uniqlo.com/tw/store/goods/407708,01
243,0,http://www.uniqlo.com/tw/store/goods/400502,16
243,0,http://www.uniqlo.com/tw/store/goods/401841,35
243,-1,http://www.uniqlo.com/tw/store/goods/401673,08
244,0,http://www.uniqlo.com/tw/store/goods/400518,69
244,0,http://www.uniqlo.com/tw/store/goods/400623,67
244,0,http://www.uniqlo.com/tw/store/goods/401850,65
244,1,http://www.uniqlo.com/tw/store/goods/404802,68
245,0,http://www.uniqlo.com/tw/store/goods/400502,09
245,0,http://www.uniqlo.com/tw/store/goods/400337,65
245,0,http://www.uniqlo.com/tw/store/goods/400335,00
246,1,http://www.uniqlo.com/tw/store/goods/400137,32
246,-1,http://www.uniqlo.com/tw/store/goods/400042,32
246,0,http://www.uniqlo.com/tw/store/goods/401452,01
246,0,http://www.uniqlo.com/tw/store/goods/400495,68
247,0,http://www.uniqlo.com/tw/store/goods/400511,16
247,0,http://www.uniqlo.com/tw/store/goods/400328,00
248,0,http://www.uniqlo.com/tw/store/goods/402841,69
249,0,http://www.uniqlo.com/tw/store/goods/401382,09
249,0,http://www.uniqlo.com/tw/store/goods/400643,58
249,1,http://www.uniqlo.com/tw/store/goods/401756,08
250,0,http://www.uniqlo.com/tw/store/goods/400506,09
250,1,http://www.uniqlo.com/tw/store/goods/400483,09
250,-1,http://www.uniqlo.com/tw/store/goods/401581,09
251,0,http://www.uniqlo.com/tw/store/goods/400634,02
251,0,http://www.uniqlo.com/tw/store/goods/403539,69
252,1,http://www.uniqlo.com/tw/store/goods/400342,03
252,0,http://www.uniqlo.com/tw/store/goods/400335,68
252,0,http://www.uniqlo.com/tw/store/goods/400222,08
252,-1,http://www.uniqlo.com/tw/store/goods/400042,03
253,0,http://www.uniqlo.com/tw/store/goods/401447,35
253,0,http://www.uniqlo.com/tw/store/goods/400500,19
253,0,http://www.uniqlo.com/tw/store/goods/400324,34
254,0,http://www.uniqlo.com/tw/store/goods/400230,57
254,0,http://www.uniqlo.com/tw/store/goods/401447,58
254,0,http://www.uniqlo.com/tw/store/goods/400624,00
254,1,http://www.uniqlo.com/tw/store/goods/400137,32
254,-1,http://www.uniqlo.com/tw/store/goods/191332,38
255,0,http://www.uniqlo.com/tw/store/goods/400502,09
255,0,http://www.uniqlo.com/tw/store/goods/404167,67
255,0,http://www.uniqlo.com/tw/store/goods/401764,01
256,0,http://www.uniqlo.com/tw/store/goods/401742,57
256,1,http://www.uniqlo.com/tw/store/goods/400132,65
256,0,http://www.uniqlo.com/tw/store/goods/400621,78
257,0,http://www.uniqlo.com/tw/store/goods/400518,35
257,0,http://www.uniqlo.com/tw/store/goods/400620,08
257,0,http://www.uniqlo.com/tw/store/goods/400662,01
258,0,http://www.uniqlo.com/tw/store/goods/400501,58
258,0,http://www.uniqlo.com/tw/store/goods/400328,09
258,-1,http://www.uniqlo.com/tw/store/goods/400037,09
259,0,http://www.uniqlo.com/tw/store/goods/400504,05
259,0,http://www.uniqlo.com/tw/store/goods/400624,08
259,1,http://www.uniqlo.com/tw/store/goods/400135,08
260,2,http://www.uniqlo.com/tw/store/goods/402675,17
260,-1,http://www.uniqlo.com/tw/store/goods/401287,39
261,0,http://www.uniqlo.com/tw/store/goods/402735,69
261,0,http://www.uniqlo.com/tw/store/goods/400506,69
261,0,http://www.uniqlo.com/tw/store/goods/400332,31
262,0,http://www.uniqlo.com/tw/store/goods/401846,55
262,-1,http://www.uniqlo.com/tw/store/goods/400829,39
263,0,http://www.uniqlo.com/tw/store/goods/401382,09
263,0,http://www.uniqlo.com/tw/store/goods/400643,58
263,1,http://www.uniqlo.com/tw/store/goods/401756,08
264,0,http://www.uniqlo.com/tw/store/goods/400624,08
264,0,http://www.uniqlo.com/tw/store/goods/400495,68
264,1,http://www.uniqlo.com/tw/store/goods/401317,32
265,0,http://www.uniqlo.com/tw/store/goods/402518,18
265,0,http://www.uniqlo.com/tw/store/goods/401847,19
266,0,http://www.uniqlo.com/tw/store/goods/400620,69
266,0,http://www.uniqlo.com/tw/store/goods/400518,69
266,1,http://www.uniqlo.com/tw/store/goods/402741,67
266,-1,http://www.uniqlo.com/tw/store/goods/401630,08
267,1,http://www.uniqlo.com/tw/store/goods/405637,32
268,0,http://www.uniqlo.com/tw/store/goods/400619,11
268,3,http://www.uniqlo.com/tw/store/goods/403935,09
269,0,http://www.uniqlo.com/tw/store/goods/400662,01
269,0,http://www.uniqlo.com/tw/store/goods/400644,78
269,-1,http://www.uniqlo.com/tw/store/goods/401673,03
270,0,http://www.uniqlo.com/tw/store/goods/400511,16
270,0,http://www.uniqlo.com/tw/store/goods/400662,68
270,0,http://www.uniqlo.com/tw/store/goods/400327,69
270,1,http://www.uniqlo.com/tw/store/goods/400342,03
271,0,http://www.uniqlo.com/tw/store/goods/400511,69
271,0,http://www.uniqlo.com/tw/store/goods/400621,61
272,-1,http://www.uniqlo.com/tw/store/goods/404876,63
273,0,http://www.uniqlo.com/tw/store/goods/400502,69
273,1,http://www.uniqlo.com/tw/store/goods/405637,32
274,0,http://www.uniqlo.com/tw/store/goods/402736,39
274,0,http://www.uniqlo.com/tw/store/goods/400641,01
275,0,http://www.uniqlo.com/tw/store/goods/400512,07
275,0,http://www.uniqlo.com/tw/store/goods/400484,09
275,0,http://www.uniqlo.com/tw/store/goods/400621,42
275,1,http://www.uniqlo.com/tw/store/goods/401756,09
276,0,http://www.uniqlo.com/tw/store/goods/400624,08
276,0,http://www.uniqlo.com/tw/store/goods/403134,69
276,0,http://www.uniqlo.com/tw/store/goods/400511,69
276,-1,http://www.uniqlo.com/tw/store/goods/401630,08
277,0,http://www.uniqlo.com/tw/store/goods/401843,15
278,0,http://www.uniqlo.com/tw/store/goods/400504,69
278,1,http://www.uniqlo.com/tw/store/goods/402763,68
279,0,http://www.uniqlo.com/tw/store/goods/400502,65
279,1,http://www.uniqlo.com/tw/store/goods/401165,56
279,-1,http://www.uniqlo.com/tw/store/goods/400677,39
280,0,http://www.uniqlo.com/tw/store/goods/401386,69
280,0,http://www.uniqlo.com/tw/store/goods/400500,69
280,0,http://www.uniqlo.com/tw/store/goods/402960,65
280,1,http://www.uniqlo.com/tw/store/goods/401161,68
280,-1,http://www.uniqlo.com/tw/store/goods/400036,09
281,0,http://www.uniqlo.com/tw/store/goods/402735,08
282,0,http://www.uniqlo.com/tw/store/goods/400621,61
283,0,http://www.uniqlo.com/tw/store/goods/400511,02
283,1,http://www.uniqlo.com/tw/store/goods/400342,69
283,-1,http://www.uniqlo.com/tw/store/goods/400046,08
283,-1,http://www.uniqlo.com/tw/store/goods/400045,09
284,0,http://www.uniqlo.com/tw/store/goods/401742,09
285,0,http://www.uniqlo.com/tw/store/goods/401386,69
285,0,http://www.uniqlo.com/tw/store/goods/400500,69
285,0,http://www.uniqlo.com/tw/store/goods/402960,65
285,1,http://www.uniqlo.com/tw/store/goods/401161,68
285,-1,http://www.uniqlo.com/tw/store/goods/400036,09
286,0,http://www.uniqlo.com/tw/store/goods/400518,35
286,0,http://www.uniqlo.com/tw/store/goods/400500,08
286,1,http://www.uniqlo.com/tw/store/goods/401756,08
286,-1,http://www.uniqlo.com/tw/store/goods/402127,69
288,0,http://www.uniqlo.com/tw/store/goods/400512,09
288,0,http://www.uniqlo.com/tw/store/goods/400484,04
288,0,http://www.uniqlo.com/tw/store/goods/400634,69
288,1,http://www.uniqlo.com/tw/store/goods/400483,69
289,0,http://www.uniqlo.com/tw/store/goods/400504,05
289,0,http://www.uniqlo.com/tw/store/goods/400624,08
289,1,http://www.uniqlo.com/tw/store/goods/400135,08
290,0,http://www.uniqlo.com/tw/store/goods/403914,00
291,0,http://www.uniqlo.com/tw/store/goods/400623,67
291,0,http://www.uniqlo.com/tw/store/goods/400659,63
293,0,http://www.uniqlo.com/tw/store/goods/400510,33
293,0,http://www.uniqlo.com/tw/store/goods/401839,15
293,0,http://www.uniqlo.com/tw/store/goods/400624,28
294,0,http://www.uniqlo.com/tw/store/goods/400332,66
294,1,http://www.uniqlo.com/tw/store/goods/401345,09
294,-1,http://www.uniqlo.com/tw/store/goods/401673,03
295,0,http://www.uniqlo.com/tw/store/goods/401447,69
295,0,http://www.uniqlo.com/tw/store/goods/400644,24
295,0,http://www.uniqlo.com/tw/store/goods/401838,59
295,1,http://www.uniqlo.com/tw/store/goods/404802,09
296,2,http://www.uniqlo.com/tw/store/goods/400260,01
296,2,http://www.uniqlo.com/tw/store/goods/400706,04
296,2,http://www.uniqlo.com/tw/store/goods/400452,09
296,3,http://www.uniqlo.com/tw/store/goods/403544,08
296,3,http://www.uniqlo.com/tw/store/goods/400262,09
296,-1,http://www.uniqlo.com/tw/store/goods/400755,09
296,-1,http://www.uniqlo.com/tw/store/goods/400759,09
297,0,http://www.uniqlo.com/tw/store/goods/401839,15
297,1,http://www.uniqlo.com/tw/store/goods/400132,65
297,0,http://www.uniqlo.com/tw/store/goods/400327,09
297,0,http://www.uniqlo.com/tw/store/goods/400514,31
297,-1,http://www.uniqlo.com/tw/store/goods/400042,09
298,0,http://www.uniqlo.com/tw/store/goods/401447,35
299,0,http://www.uniqlo.com/tw/store/goods/400227,09
299,0,http://www.uniqlo.com/tw/store/goods/400641,01
299,0,http://www.uniqlo.com/tw/store/goods/402735,08
299,1,http://www.uniqlo.com/tw/store/goods/401153,08
300,0,http://www.uniqlo.com/tw/store/goods/400518,35
300,0,http://www.uniqlo.com/tw/store/goods/400502,25
300,0,http://www.uniqlo.com/tw/store/goods/400624,00
300,1,http://www.uniqlo.com/tw/store/goods/401756,04
301,0,http://www.uniqlo.com/tw/store/goods/400332,66
301,1,http://www.uniqlo.com/tw/store/goods/401345,09
301,-1,http://www.uniqlo.com/tw/store/goods/401673,03
302,0,http://www.uniqlo.com/tw/store/goods/401382,09
302,0,http://www.uniqlo.com/tw/store/goods/402518,08
303,0,http://www.uniqlo.com/tw/store/goods/400484,08
303,0,http://www.uniqlo.com/tw/store/goods/400512,69
303,1,http://www.uniqlo.com/tw/store/goods/401161,68
303,-1,http://www.uniqlo.com/tw/store/goods/401630,08
304,0,http://www.uniqlo.com/tw/store/goods/400518,69
304,0,http://www.uniqlo.com/tw/store/goods/400327,00
305,0,http://www.uniqlo.com/tw/store/goods/400230,09
305,0,http://www.uniqlo.com/tw/store/goods/400518,09
305,0,http://www.uniqlo.com/tw/store/goods/400648,32
306,0,http://www.uniqlo.com/tw/store/goods/400623,09
306,1,http://www.uniqlo.com/tw/store/goods/400135,69
307,0,http://www.uniqlo.com/tw/store/goods/400504,05
307,0,http://www.uniqlo.com/tw/store/goods/400624,08
307,1,http://www.uniqlo.com/tw/store/goods/400135,08
308,0,http://www.uniqlo.com/tw/store/goods/400484,09
308,0,http://www.uniqlo.com/tw/store/goods/400624,09
308,1,http://www.uniqlo.com/tw/store/goods/401756,08
308,-1,http://www.uniqlo.com/tw/store/goods/401630,08
309,0,http://www.uniqlo.com/tw/store/goods/400506,09
309,0,http://www.uniqlo.com/tw/store/goods/400325,09
309,1,http://www.uniqlo.com/tw/store/goods/400483,09
309,0,http://www.uniqlo.com/tw/store/goods/180713,07
310,0,http://www.uniqlo.com/tw/store/goods/400518,69
310,0,http://www.uniqlo.com/tw/store/goods/400648,32
310,-1,http://www.uniqlo.com/tw/store/goods/402805,57
311,0,http://www.uniqlo.com/tw/store/goods/402841,69
311,-1,http://www.uniqlo.com/tw/store/goods/402176,03
312,0,http://www.uniqlo.com/tw/store/goods/401215,09
312,-1,http://www.uniqlo.com/tw/store/goods/401673,69
312,1,http://www.uniqlo.com/tw/store/goods/404802,09
312,0,http://www.uniqlo.com/tw/store/goods/401843,15
312,0,http://www.uniqlo.com/tw/store/goods/404817,03
313,1,http://www.uniqlo.com/tw/store/goods/193156,69
313,0,http://www.uniqlo.com/tw/store/goods/404817,03
313,0,http://www.uniqlo.com/tw/store/goods/402735,08
314,0,http://www.uniqlo.com/tw/store/goods/403063,57
314,0,http://www.uniqlo.com/tw/store/goods/404035,69
314,1,http://www.uniqlo.com/tw/store/goods/400771,09
315,0,http://www.uniqlo.com/tw/store/goods/400692,27
315,-1,http://www.uniqlo.com/tw/store/goods/400051,69
316,0,http://www.uniqlo.com/tw/store/goods/400510,09
316,0,http://www.uniqlo.com/tw/store/goods/400643,62
316,0,http://www.uniqlo.com/tw/store/goods/400335,00
317,0,http://www.uniqlo.com/tw/store/goods/402925,56
317,1,http://www.uniqlo.com/tw/store/goods/401876,68
318,0,http://www.uniqlo.com/tw/store/goods/401742,09
318,0,http://www.uniqlo.com/tw/store/goods/400621,17
318,0,http://www.uniqlo.com/tw/store/goods/400327,00
319,0,http://www.uniqlo.com/tw/store/goods/400643,18
320,0,http://www.uniqlo.com/tw/store/goods/401382,09
320,0,http://www.uniqlo.com/tw/store/goods/402518,08
320,-1,http://www.uniqlo.com/tw/store/goods/400035,09
321,0,http://www.uniqlo.com/tw/store/goods/401447,69
321,0,http://www.uniqlo.com/tw/store/goods/400500,69
321,0,http://www.uniqlo.com/tw/store/goods/400621,02
321,1,http://www.uniqlo.com/tw/store/goods/403971,31
321,-1,http://www.uniqlo.com/tw/store/goods/402127,32
322,0,http://www.uniqlo.com/tw/store/goods/400504,17
322,0,http://www.uniqlo.com/tw/store/goods/400337,69
322,0,http://www.uniqlo.com/tw/store/goods/400325,00
322,1,http://www.uniqlo.com/tw/store/goods/401450,03
322,-1,http://www.uniqlo.com/tw/store/goods/404876,69
323,0,http://www.uniqlo.com/tw/store/goods/403915,09
324,0,http://www.uniqlo.com/tw/store/goods/400510,58
324,0,http://www.uniqlo.com/tw/store/goods/400337,08
325,0,http://www.uniqlo.com/tw/store/goods/400506,15
325,0,http://www.uniqlo.com/tw/store/goods/400337,57
325,0,http://www.uniqlo.com/tw/store/goods/401764,01
326,0,http://www.uniqlo.com/tw/store/goods/401839,15
326,1,http://www.uniqlo.com/tw/store/goods/401317,32
327,0,http://www.uniqlo.com/tw/store/goods/400228,19
327,0,http://www.uniqlo.com/tw/store/goods/403134,69
327,0,http://www.uniqlo.com/tw/store/goods/400518,35
328,0,http://www.uniqlo.com/tw/store/goods/400647,01
328,0,http://www.uniqlo.com/tw/store/goods/400664,01
329,0,http://www.uniqlo.com/tw/store/goods/401447,58
329,1,http://www.uniqlo.com/tw/store/goods/400135,34
329,-1,http://www.uniqlo.com/tw/store/goods/402078,59
330,0,http://www.uniqlo.com/tw/store/goods/402890,69
330,1,http://www.uniqlo.com/tw/store/goods/400135,34
331,0,http://www.uniqlo.com/tw/store/goods/400518,08
331,0,http://www.uniqlo.com/tw/store/goods/400641,68
331,1,http://www.uniqlo.com/tw/store/goods/400132,67
332,2,http://www.uniqlo.com/tw/store/goods/401925,01
332,2,http://www.uniqlo.com/tw/store/goods/405167,52
332,3,http://www.uniqlo.com/tw/store/goods/401741,09
332,3,http://www.uniqlo.com/tw/store/goods/402466,09
332,-1,http://www.uniqlo.com/tw/store/goods/400042,03
332,-1,http://www.uniqlo.com/tw/store/goods/400044,45
333,0,http://www.uniqlo.com/tw/store/goods/400502,09
333,-1,http://www.uniqlo.com/tw/store/goods/400051,05
334,0,http://www.uniqlo.com/tw/store/goods/400511,02
334,0,http://www.uniqlo.com/tw/store/goods/400646,08
334,1,http://www.uniqlo.com/tw/store/goods/401161,04
334,-1,http://www.uniqlo.com/tw/store/goods/402127,03
335,0,http://www.uniqlo.com/tw/store/goods/400484,09
335,1,http://www.uniqlo.com/tw/store/goods/401161,04
335,-1,http://www.uniqlo.com/tw/store/goods/400034,09
336,2,http://www.uniqlo.com/tw/store/goods/401925,01
336,2,http://www.uniqlo.com/tw/store/goods/405167,52
336,3,http://www.uniqlo.com/tw/store/goods/401741,09
336,3,http://www.uniqlo.com/tw/store/goods/402466,09
336,-1,http://www.uniqlo.com/tw/store/goods/400042,03
336,-1,http://www.uniqlo.com/tw/store/goods/400044,45
337,2,http://www.uniqlo.com/tw/store/goods/400947,31
337,-1,http://www.uniqlo.com/tw/store/goods/400119,01
338,2,http://www.uniqlo.com/tw/store/goods/401440,69
338,3,http://www.uniqlo.com/tw/store/goods/401387,69
339,2,http://www.uniqlo.com/tw/store/goods/404600,42
339,-1,http://www.uniqlo.com/tw/store/goods/400904,01
340,0,http://www.uniqlo.com/tw/store/goods/400657,04
340,1,http://www.uniqlo.com/tw/store/goods/401756,09
341,1,http://www.uniqlo.com/tw/store/goods/400139,69
341,0,http://www.uniqlo.com/tw/store/goods/400635,58
341,0,http://www.uniqlo.com/tw/store/goods/400624,03
342,0,http://www.uniqlo.com/tw/store/goods/400484,09
342,0,http://www.uniqlo.com/tw/store/goods/400623,31
342,1,http://www.uniqlo.com/tw/store/goods/400137,32
343,1,http://www.uniqlo.com/tw/store/goods/400691,09
344,-1,http://www.uniqlo.com/tw/store/goods/406841,39
345,-1,http://www.uniqlo.com/tw/store/goods/406849,00
345,-1,http://www.uniqlo.com/tw/store/goods/406851,01
346,-1,http://www.uniqlo.com/tw/store/goods/406841,32
347,2,http://www.uniqlo.com/tw/store/goods/405404,62
348,2,http://www.uniqlo.com/tw/store/goods/407498,63
349,2,http://www.uniqlo.com/tw/store/goods/407489,69
350,2,http://www.uniqlo.com/tw/store/goods/407388,69
350,3,http://www.uniqlo.com/tw/store/goods/405974,69
353,2,http://www.uniqlo.com/tw/store/goods/404634,02
353,3,http://www.uniqlo.com/tw/store/goods/404502,32
353,-1,http://www.uniqlo.com/tw/store/goods/406847,38
354,2,http://www.uniqlo.com/tw/store/goods/407010,30
354,2,http://www.uniqlo.com/tw/store/goods/405502,01
355,2,http://www.uniqlo.com/tw/store/goods/407497,65
356,2,http://www.uniqlo.com/tw/store/goods/404005,09
356,-1,http://www.uniqlo.com/tw/store/goods/405165,09
357,-1,http://www.uniqlo.com/tw/store/goods/406850,01
357,2,http://www.uniqlo.com/tw/store/goods/404200,69
357,3,http://www.uniqlo.com/tw/store/goods/406990,03
358,2,http://www.uniqlo.com/tw/store/goods/407497,65
359,2,http://www.uniqlo.com/tw/store/goods/407489,69
360,2,http://www.uniqlo.com/tw/store/goods/406466,15
360,-1,http://www.uniqlo.com/tw/store/goods/407592,00
361,2,http://www.uniqlo.com/tw/store/goods/406751,42
361,-1,http://www.uniqlo.com/tw/store/goods/405412,00
363,2,http://www.uniqlo.com/tw/store/goods/404233,00
363,2,http://www.uniqlo.com/tw/store/goods/406493,03
363,-1,http://www.uniqlo.com/tw/store/goods/404901,56
363,-1,http://www.uniqlo.com/tw/store/goods/407592,00
364,2,http://www.uniqlo.com/tw/store/goods/406489,09
365,2,http://www.uniqlo.com/tw/store/goods/406750,02
366,3,http://www.uniqlo.com/tw/store/goods/406447,55
367,3,http://www.uniqlo.com/tw/store/goods/406446,42
368,2,http://www.uniqlo.com/tw/store/goods/405009,31
368,-1,http://www.uniqlo.com/tw/store/goods/409892,54
369,2,http://www.uniqlo.com/tw/store/goods/406490,30
370,2,http://www.uniqlo.com/tw/store/goods/406453,47
371,2,http://www.uniqlo.com/tw/store/goods/406745,01
371,-1,http://www.uniqlo.com/tw/store/goods/407595,00
373,3,http://www.uniqlo.com/tw/store/goods/404504,69
373,3,http://www.uniqlo.com/tw/store/goods/404679,46
374,2,http://www.uniqlo.com/tw/store/goods/404233,51
374,2,http://www.uniqlo.com/tw/store/goods/406494,03
374,-1,http://www.uniqlo.com/tw/store/goods/406280,03
375,0,http://www.uniqlo.com/tw/store/goods/409471,55
375,-1,http://www.uniqlo.com/tw/store/goods/405412,00
376,-1,http://www.uniqlo.com/tw/store/goods/406056,70
378,2,http://www.uniqlo.com/tw/store/goods/400349,42
380,-1,http://www.uniqlo.com/tw/store/goods/404117,31
381,3,http://www.uniqlo.com/tw/store/goods/406990,03
382,-1,http://www.uniqlo.com/tw/store/goods/404248,60
383,3,http://www.uniqlo.com/tw/store/goods/404504,69
384,2,http://www.uniqlo.com/tw/store/goods/404550,57
384,-1,http://www.uniqlo.com/tw/store/goods/406027,09
385,-1,http://www.uniqlo.com/tw/store/goods/409892,54
386,2,http://www.uniqlo.com/tw/store/goods/403645,70
387,-1,http://www.uniqlo.com/tw/store/goods/404117,31
388,2,http://www.uniqlo.com/tw/store/goods/405289,69
389,2,http://www.uniqlo.com/tw/store/goods/404005,71
390,2,http://www.uniqlo.com/tw/store/goods/403645,06
390,2,http://www.uniqlo.com/tw/store/goods/404223,66
391,2,http://www.uniqlo.com/tw/store/goods/405019,54
393,-1,http://www.uniqlo.com/tw/store/goods/404874,31
394,-1,http://www.uniqlo.com/tw/store/goods/404888,31
394,2,http://www.uniqlo.com/tw/store/goods/405019,41
395,3,http://www.uniqlo.com/tw/store/goods/406935,27
396,2,http://www.uniqlo.com/tw/store/goods/404446,08
397,2,http://www.uniqlo.com/tw/store/goods/404447,08
397,2,http://www.uniqlo.com/tw/store/goods/405009,31
397,-1,http://www.uniqlo.com/tw/store/goods/406030,06
398,2,http://www.uniqlo.com/tw/store/goods/400347,16
398,-1,http://www.uniqlo.com/tw/store/goods/405165,09
399,2,http://www.uniqlo.com/tw/store/goods/404197,71
400,-1,http://www.uniqlo.com/tw/store/goods/404117,52
400,3,http://www.uniqlo.com/tw/store/goods/407992,62
402,2,http://www.uniqlo.com/tw/store/goods/405289,01
402,-1,http://www.uniqlo.com/tw/store/goods/404874,69
403,3,http://www.uniqlo.com/tw/store/goods/407287,01
403,2,http://www.uniqlo.com/tw/store/goods/404014,27
404,2,http://www.uniqlo.com/tw/store/goods/405019,41
405,2,http://www.uniqlo.com/tw/store/goods/404207,09
405,2,http://www.uniqlo.com/tw/store/goods/404005,01
406,3,http://www.uniqlo.com/tw/store/goods/404504,69
407,2,http://www.uniqlo.com/tw/store/goods/400711,01
407,2,http://www.uniqlo.com/tw/store/goods/403645,70
408,2,http://www.uniqlo.com/tw/store/goods/400711,13
408,-1,http://www.uniqlo.com/tw/store/goods/405164,39
410,2,http://www.uniqlo.com/tw/store/goods/405019,54
410,2,http://www.uniqlo.com/tw/store/goods/404008,71
412,2,http://www.uniqlo.com/tw/store/goods/404446,12
414,2,http://www.uniqlo.com/tw/store/goods/404197,10
414,2,http://www.uniqlo.com/tw/store/goods/404446,00
416,-1,http://www.uniqlo.com/tw/store/goods/405164,39
417,2,http://www.uniqlo.com/tw/store/goods/405289,14
418,3,http://www.uniqlo.com/tw/store/goods/407294,09
421,2,http://www.uniqlo.com/tw/store/goods/405009,31
424,2,http://www.uniqlo.com/tw/store/goods/404207,09
424,2,http://www.uniqlo.com/tw/store/goods/404005,01
426,2,http://www.uniqlo.com/tw/store/goods/406650,12
426,2,http://www.uniqlo.com/tw/store/goods/405064,09
428,3,http://www.uniqlo.com/tw/store/goods/404679,57
