product_id,rgb hex,ryb hex,percentage of clothes,hue_level
1341,#DAD9D4,#d5dad4,100.0,13
1342,#B7BEC1,#b7bbc1,97.7,14
1343,#262825,#252827,100.0,15
1344,#DDB8A8,#ddbea8,73.6,2
1345,#CD7E67,#cd8467,100.0,2
1346,#CF7131,#cf9c31,71.1,2
1347,#E6DAAD,#bce6ad,55.8,4
1348,#065E44,#06395e,100.0,8
1349,#014568,#012968,100.0,9
1350,#807474,#807474,100.0,1
1351,#CEC7B8,#c2ceb8,82.4,3
1352,#13141A,#13131a,37.0,15
1353,#08462B,#082f46,50.4,7
1354,#142936,#142036,61.8,9
1355,#B90B20,#b90b20,37.4,1
1356,#365281,#364a81,77.7,9
1357,#182128,#181d28,76.7,15
1358,#252726,#252627,95.5,15
1359,#EEEFEB,#ebefec,92.1,13
1360,#B2B6AC,#acb6b0,47.9,14
1361,#1F1F1F,#1f1f1f,99.2,15
1362,#C7251F,#c7251f,100.0,1
1363,#C3DFE3,#c3d1e3,100.0,9
1364,#2A2D3C,#2a2c3c,100.0,10
1365,#F0EFEE,#f0f0ee,43.0,13
1366,#282327,#282327,65.5,15
1367,#EFF0EB,#ebf0ec,91.5,13
1368,#B4BAB7,#b4b8ba,61.0,14
1369,#201F1B,#1c201b,100.0,15
1370,#B50E47,#b50e47,95.9,1
1371,#C19E7E,#c1bb7e,80.4,3
1372,#1C3D80,#1c3480,77.5,10
1373,#242A38,#242838,100.0,10
1374,#E9EBE5,#e5ebe7,81.2,13
1375,#D8D8D2,#d2d8d2,64.9,13
1376,#252520,#202520,100.0,15
1377,#F9C2BE,#f9c2be,95.9,1
1378,#F4EB94,#9df494,100.0,5
1379,#C7D5C8,#c7d4d5,100.0,13
1380,#6D5E38,#4c6d38,100.0,4
1381,#2E2F39,#2e2e39,70.9,10
1382,#E9EAE5,#e5eae6,99.2,13
1383,#D2D4CE,#ced4d0,97.9,13
1384,#282722,#232822,100.0,15
1385,#E9C6BA,#e9caba,100.0,2
1386,#E94B45,#e94b45,100.0,1
1387,#E6E2B9,#bde6b9,100.0,5
1388,#8E8057,#698e57,100.0,4
1389,#435D75,#435475,100.0,9
1390,#EAEDE6,#e6ede9,90.7,13
1391,#CCCDC7,#c7cdc8,100.0,13
1392,#252621,#212622,100.0,15
1393,#F5BCB5,#f5bcb5,54.3,1
1394,#E6585B,#e6585b,100.0,1
1395,#F5DC81,#a0f581,100.0,4
1396,#02523F,#022f52,51.4,8
1397,#2A303E,#2a2e3e,100.0,10
1398,#C2C2C0,#c0c2c0,83.5,14
1399,#212120,#202120,52.9,15
1400,#58523D,#44583d,81.0,4
1401,#BFD0E2,#bfcae2,89.7,9
1402,#302A34,#302a34,100.0,11
1403,#DEDFDB,#dbdfdc,99.0,13
1404,#242529,#242429,65.7,15
1405,#E76E76,#e76e76,100.0,1
1406,#99DABF,#99c2da,33.9,8
1407,#EC6D77,#ec6d77,53.3,1
1408,#EBECE6,#e6ece7,97.9,13
1409,#EECFC5,#eed2c5,100.0,2
1410,#1E2E3C,#1e283c,52.5,9
1411,#DAD8E7,#dad8e7,97.7,13
1412,#EAEBE6,#e6ebe7,75.2,13
1413,#305581,#304981,100.0,9
1414,#B6BCBC,#b6b9bc,88.4,14
1415,#222326,#222226,100.0,15
1416,#7EB1B3,#7e97b3,33.9,8
1417,#21233C,#21223c,100.0,10
1418,#ECEDE8,#e8ede9,97.5,13
1419,#7D8586,#7d8186,80.8,14
1420,#BD3657,#bd3657,100.0,1
1421,#D3D07E,#81d37e,98.3,5
1422,#265B8D,#26488d,87.0,9
1423,#30343F,#30333f,57.6,10
1424,#EBEAE5,#e6ebe5,81.4,13
1425,#949C98,#94999c,75.4,14
1426,#D43D69,#d43d69,100.0,1
1427,#242A38,#242838,100.0,10
1428,#B2AC9F,#a7b29f,100.0,4
1429,#5E6769,#5e6269,71.9,9
1430,#222423,#222324,100.0,15
1431,#D05766,#d05766,100.0,1
1432,#1F282F,#1f242f,92.4,15
1433,#717B76,#71777b,92.6,7
1434,#222524,#222325,76.0,15
1435,#232831,#232631,74.2,15
1436,#575F62,#575b62,51.2,9
1437,#212020,#212020,83.9,15
1438,#3C442C,#2c4434,100.0,6
1439,#212530,#212430,100.0,15
1440,#909995,#909599,70.5,14
1441,#2F3033,#2f2f33,55.6,15
1442,#464B2F,#2f4b34,100.0,5
1443,#2C2F3D,#2c2e3d,88.6,10
1444,#E8E8DF,#dfe8df,100.0,13
1445,#AAB2B4,#aaaeb4,76.4,14
1446,#394244,#393d44,94.8,9
1447,#242424,#242424,100.0,15
1448,#19283D,#19233d,100.0,9
1449,#E8E8E1,#e1e8e1,99.8,13
1450,#474D50,#474a50,64.9,9
1451,#232323,#232323,100.0,15
1452,#3868A4,#3859a4,98.6,9
1453,#B8A7D2,#b8a7d2,100.0,11
1454,#E8EAE4,#e4eae6,89.5,13
1455,#C0C1BC,#bcc1bd,88.4,14
1456,#24252A,#24242a,78.5,15
1457,#ABBFB3,#abb9bf,100.0,7
1458,#BFB2CC,#bfb2cc,100.0,11
1459,#EDEDDB,#dbeddb,89.7,13
1460,#292929,#292929,100.0,15
1461,#E2BEB1,#e2c2b1,100.0,2
1462,#2A3E70,#2a3970,100.0,10
1463,#EBE8DA,#ddebda,7.6,13
1464,#B3B6B2,#b2b6b5,47.9,14
1465,#1E1E1E,#1e1e1e,99.8,15
1466,#DDB7AA,#ddbbaa,93.6,2
1467,#CFB085,#bacf85,100.0,3
1468,#EBECE8,#e8ece9,99.2,13
1469,#B9BEBB,#b9bcbe,47.1,14
1470,#292929,#292929,100.0,15
1471,#F39B87,#f39f87,98.8,2
1472,#8F7759,#848f59,97.5,3
1473,#6890B4,#6882b4,51.4,9
1474,#2C2F3E,#2c2e3e,100.0,10
1475,#EAEBE7,#e7ebe8,94.0,13
1476,#272727,#272727,95.9,15
1477,#D6686B,#d6686b,100.0,1
1478,#273A4B,#27334b,97.5,9
1479,#F0F1EC,#ecf1ed,86.4,13
1480,#292A2E,#29292e,72.7,15
1481,#AAC8C0,#aabbc8,98.8,8
1482,#263441,#262f41,66.7,9
1483,#E6D9C8,#dee6c8,100.0,3
1484,#1D1D1D,#1d1d1d,100.0,15
1485,#DBBB6B,#97db6b,100.0,4
1486,#4581C5,#456dc5,100.0,9
1487,#EDEADF,#e2eddf,86.4,13
1488,#BBBDB8,#b8bdba,35.7,14
1489,#CEB6A3,#cec5a3,99.8,3
1490,#E15D69,#e15d69,100.0,1
1491,#957C36,#579536,98.3,4
1492,#1F313F,#1f2a3f,100.0,9
1493,#363539,#363539,12.0,11
1494,#A8BCB0,#a8b6bc,95.9,7
1495,#293443,#293043,51.7,9
1496,#E6E5DB,#dce6db,57.6,13
1497,#E9E9DC,#dce9dc,39.7,13
1498,#B72E2C,#b72e2c,9.7,1
1499,#444C4F,#44484f,50.8,9
1500,#ECEDE9,#e9edea,96.7,13
1501,#BFC6C7,#bfc2c7,41.5,14
1502,#292929,#292929,92.1,15
1503,#F3D9E6,#f3d9e6,92.8,1
1504,#737F73,#737f7f,100.0,7
1505,#5A7C9D,#5a709d,71.7,9
1506,#282E3C,#282c3c,100.0,10
1507,#E9EAE5,#e5eae6,78.9,13
1508,#B2B7B8,#b2b4b8,77.3,14
1509,#272727,#272727,86.2,15
1510,#E6C6D3,#e6c6d3,98.1,1
1511,#E9E1B8,#c1e9b8,93.4,4
1512,#697366,#667370,100.0,6
1513,#B0B5D2,#b0b4d2,100.0,10
1514,#313444,#313344,99.6,10
1515,#EDEDE0,#e0ede0,64.3,13
1516,#AFB8B1,#afb6b8,58.9,14
1517,#22211E,#1f221e,100.0,15
1518,#CE7762,#ce7c62,97.7,2
1519,#75A0BB,#758fbb,76.2,9
1520,#202734,#202534,100.0,10
1521,#EBEBE3,#e3ebe3,99.2,13
1522,#B3B4AE,#aeb4af,60.5,14
1523,#20201C,#1c201c,95.5,15
1524,#D07663,#d07a63,93.8,2
1525,#6599B9,#6585b9,92.6,9
1526,#2A2A34,#2a2a34,100.0,10
1527,#EAEAE3,#e3eae3,99.4,13
1528,#AEB4AE,#aeb4b4,67.8,14
1529,#24231F,#20241f,100.0,15
1530,#E38B79,#e38e79,80.0,2
1531,#EEE3A5,#b1eea5,80.4,4
1532,#74A3BD,#7490bd,100.0,9
1533,#175C79,#173f79,99.6,9
1534,#242A38,#242838,100.0,10
1535,#B4B5DE,#b4b4de,100.0,10
1536,#9E2568,#9e2568,78.1,12
1537,#EAEAE1,#e1eae1,100.0,13
1538,#A1A6A0,#a0a6a5,30.2,14
1539,#1C1C1B,#1b1c1b,74.4,15
1540,#D75960,#d75960,100.0,1
1541,#B49778,#b0b478,64.0,3
1542,#5D8CAD,#5d7aad,71.5,9
1543,#025A7B,#02347b,100.0,9
1544,#1F2434,#1f2334,100.0,10
1545,#D9C8A9,#c3d9a9,23.3,3
1546,#E3C9B1,#e3dfb1,21.7,3
1547,#E9E9E4,#e4e9e4,72.1,13
1548,#DFCBB0,#d2dfb0,62.0,3
1549,#202937,#202637,41.3,9
1550,#EEEEE0,#e0eee0,94.4,13
1551,#A01834,#a01834,96.1,1
1552,#1D2330,#1d2130,100.0,15
1553,#E9E8D7,#d8e9d7,94.8,13
1554,#8A1329,#8a1329,100.0,1
1555,#EAE7D6,#d9ead6,57.4,4
1556,#1E211F,#1e2021,85.1,15
1557,#DFB59D,#dfc29d,99.8,2
1558,#BF102F,#bf102f,100.0,1
1559,#162E40,#162540,97.5,9
1560,#E6E0D1,#d9e6d1,95.9,4
1561,#1E201F,#1e1f20,100.0,15
1562,#045D8E,#043a8e,89.7,9
1563,#F3F0E1,#e4f3e1,44.6,13
1564,#959792,#929794,69.6,14
1565,#4575C6,#4567c6,81.6,9
1566,#1C2230,#1c2030,100.0,15
1567,#B2B3AF,#afb3b0,73.8,14
1568,#DA6167,#da6167,100.0,1
1569,#ECE8DF,#e4ecdf,52.5,13
1570,#E8AD9E,#e8b09e,97.7,2
1571,#E9E9DE,#dee9de,68.0,13
1572,#201F27,#201f27,100.0,15
1573,#E7E7E1,#e1e7e1,87.0,13
1574,#DBDCD6,#d6dcd7,94.4,13
1575,#252528,#252528,54.8,15
1576,#ECECE3,#e3ece3,99.4,13
1577,#D6D7D1,#d1d7d2,96.1,13
1578,#222423,#222324,88.4,15
1579,#E14320,#e14a20,74.2,2
1580,#272941,#272841,100.0,10
1581,#ECE8D7,#dbecd7,98.6,4
1582,#1D1E19,#191e1a,95.0,15
1583,#C24122,#c24822,100.0,2
1584,#393E2A,#2a3e2f,100.0,5
1585,#2A6A7B,#2a4d7b,82.0,9
1586,#D0D3CC,#ccd3cf,53.3,13
1587,#20221F,#1f2221,73.3,15
1588,#E8CB98,#c5e898,86.4,3
1589,#152F3F,#15253f,94.4,9
1590,#E9E9E2,#e2e9e2,99.4,13
1591,#C5C7C5,#c5c7c7,45.9,14
1592,#1A1A1A,#1a1a1a,96.5,15
1593,#A0A3D1,#a0a2d1,65.9,10
1594,#EBECE3,#e3ece4,99.2,13
1595,#C5C6C3,#c3c6c4,72.1,14
1596,#CA7461,#ca7861,86.8,2
1597,#191E2E,#191d2e,100.0,15
1598,#ABAFDA,#abaeda,95.7,10
1599,#232323,#232323,100.0,15
1600,#DE9948,#c7de48,100.0,3
1601,#3D3F31,#313f33,92.4,5
1602,#C23E27,#c24227,91.1,2
1603,#B49F84,#a9b484,86.0,3
1604,#242A37,#242837,100.0,10
1605,#CBCEC7,#c7ceca,87.8,13
1606,#ECD09E,#c9ec9e,91.3,3
1607,#1A2D43,#1a2643,79.3,9
1608,#EAEAE3,#e3eae3,69.2,13
1609,#EAC7BE,#eac9be,79.1,2
1610,#183272,#182c72,67.6,10
1611,#24242C,#24242c,82.4,15
1612,#D6C8AE,#c3d6ae,66.5,3
1613,#BFA176,#a8bf76,60.3,3
1614,#1E1F26,#1e1e26,85.1,15
1615,#E6E1D0,#d6e6d0,95.5,4
1616,#262827,#262728,84.1,15
1617,#C2032E,#c2032e,100.0,1
1618,#EBEBE4,#e4ebe4,99.4,13
1619,#DD3C26,#dd3f26,100.0,1
1620,#78B7AE,#7899b7,96.7,8
1621,#222F50,#222c50,96.5,10
1622,#212735,#212535,100.0,10
1623,#ECEBE6,#e7ece6,91.9,13
1624,#DC3D27,#dc4027,100.0,1
1625,#273657,#273257,53.9,10
1626,#222834,#222634,100.0,10
1627,#E8E8E3,#e3e8e3,83.5,13
1628,#1E1E1E,#1e1e1e,100.0,15
1629,#7DBDB4,#7d9fbd,100.0,8
1630,#243051,#242d51,94.4,10
1631,#E5DFCE,#d6e5ce,98.8,4
1632,#9C9E9A,#9a9e9c,44.2,14
1633,#BA866A,#ba956a,93.8,2
1634,#80817D,#7d817e,52.7,14
1635,#DDDAD0,#d3ddd0,64.5,13
1636,#18273A,#18223a,83.9,9
1637,#72A1C3,#728fc3,27.1,9
1638,#D11135,#d11135,28.5,1
1639,#EEEEE8,#e8eee8,56.6,13
1640,#980E20,#980e20,66.1,1
1641,#151F2C,#151b2c,59.1,15
1642,#E4DECA,#d1e4ca,50.0,4
1643,#EBDABB,#d5ebbb,13.6,3
1644,#EDEDE3,#e3ede3,81.6,13
1645,#C5CEC7,#c5ccce,100.0,13
1646,#282827,#272827,62.0,15
1647,#E9C9B4,#e9d6b4,64.0,2
1648,#EECC7B,#abee7b,100.0,4
1649,#EDEDE5,#e5ede5,99.8,13
1650,#1D1D1D,#1d1d1d,69.6,15
1651,#E7CAB5,#e7d9b5,65.1,2
1652,#EACD82,#aaea82,100.0,4
1653,#EBDDCA,#e2ebca,82.2,3
1654,#162937,#162237,53.3,9
1655,#212628,#212328,42.8,15
1656,#DAA155,#b8da55,32.4,3
1657,#282725,#262825,98.1,15
1658,#ACBBCC,#acb6cc,51.7,9
1659,#51627C,#515d7c,98.3,9
1660,#525F83,#525c83,99.8,10
1661,#3A3331,#3a3331,100.0,2
1662,#A29C9D,#a29c9d,59.1,14
1663,#4D5B77,#4d5777,87.0,10
1664,#B5C7CC,#b5bfcc,100.0,9
1665,#B8C8CC,#b8c0cc,100.0,9
1666,#CAD3DA,#cacfda,95.2,13
1667,#D7DAD7,#d7dada,56.6,13
1668,#A2B0BD,#a2abbd,50.4,9
1669,#272426,#272426,76.7,15
1670,#282425,#282425,57.6,15
1671,#ACBECE,#acb7ce,84.9,9
1672,#37466D,#37426d,90.3,10
1673,#2B293B,#2b293b,89.9,10
1674,#4E4647,#4e4647,79.8,1
1675,#DEDEE0,#dedee0,76.4,13
1676,#353436,#353436,93.8,14
1677,#8C9AB4,#8c96b4,46.7,10
1678,#232537,#232437,100.0,10
1679,#27272F,#27272f,100.0,15
1680,#ECEDE9,#e9edea,79.1,13
1681,#232429,#232329,70.2,15
1682,#292D36,#292c36,24.4,10
1683,#617DA4,#6174a4,61.4,9
1684,#E9EAE5,#e5eae6,75.6,13
1685,#2E2E2B,#2b2e2b,87.8,15
1686,#5E7AA2,#5e71a2,69.8,9
1687,#4E6083,#4e5b83,98.8,10
1688,#403E4A,#403e4a,88.2,10
1689,#FDE9E2,#fdebe2,100.0,2
1690,#FAF1D5,#e0fad5,98.6,4
1691,#9A9782,#859a82,69.2,4
1692,#D4D6E1,#d4d5e1,97.9,13
1693,#E4E4E4,#e4e4e4,100.0,13
1694,#333136,#333136,89.7,11
1695,#7789B3,#7784b3,67.8,10
1696,#515265,#515165,43.4,10
1697,#413F4F,#413f4f,59.5,10
1698,#7789B3,#7784b3,74.0,10
1699,#F8F7F9,#f8f7f9,38.2,13
1700,#9EB0C0,#9ea9c0,74.4,9
1701,#41495D,#41475d,42.6,10
1702,#40414C,#40404c,78.7,10
1703,#C7CFD4,#c7cbd4,99.8,13
1704,#A2B9D3,#a2b1d3,40.1,9
1705,#657C9C,#65759c,77.9,9
1706,#354863,#354263,78.9,9
1707,#3D3635,#3d3635,100.0,1
1708,#90ACD1,#90a3d1,44.6,9
1709,#B1BED4,#b1bad4,100.0,9
1710,#5E5962,#5e5962,51.0,11
1711,#606B86,#606886,61.8,10
1712,#515D7A,#515a7a,88.6,10
1713,#394669,#394369,94.0,10
1714,#555767,#555667,88.6,10
1715,#3A4147,#3a3e47,66.5,9
1716,#4D657C,#4d5c7c,57.4,9
1717,#2A313B,#2a2e3b,63.4,9
1718,#202020,#202020,100.0,15
1719,#566987,#566387,94.0,9
1720,#324462,#323f62,93.2,9
1721,#2C2E45,#2c2d45,100.0,10
1722,#262222,#262222,93.4,15
1723,#454F6B,#454c6b,66.7,10
1724,#31364C,#31354c,73.8,10
1725,#E7E7E0,#e0e7e0,100.0,13
1726,#252525,#252525,98.3,15
1727,#ED6C5C,#ed6d5c,100.0,1
1728,#497C97,#496797,94.2,9
1729,#243544,#242f44,76.7,9
1730,#4E6B95,#4e6295,99.0,9
1731,#39415E,#393f5e,81.6,10
1732,#333136,#333136,88.2,11
1733,#61789A,#61719a,78.7,9
1734,#2C2C36,#2c2c36,76.4,10
1735,#312E2E,#312e2e,56.0,15
1736,#526A87,#526287,100.0,9
1737,#333749,#333649,40.5,10
1738,#23222A,#23222a,82.4,15
1739,#454B65,#454a65,70.2,10
1740,#4B5D83,#4b5883,99.4,10
1741,#43403F,#43403f,96.3,14
1742,#F3EEEB,#f3efeb,95.0,13
1743,#58708D,#58688d,75.2,9
1744,#2C2C37,#2c2c37,95.5,10
1745,#EDEBE9,#edede9,81.0,13
1746,#403B3C,#403b3c,77.9,1
1747,#B3C0C7,#b3bac7,42.4,9
1748,#6E7783,#6e7483,30.8,9
1749,#7C97B9,#7c8eb9,50.8,9
1750,#2A3D5F,#2a375f,76.0,9
1751,#2E324A,#2e314a,93.8,10
1752,#1C2A3E,#1c253e,71.5,9
1753,#434262,#434262,98.1,10
1754,#EBE7DD,#e2ebdd,80.8,13
1755,#222423,#222324,86.0,15
1756,#406680,#405780,100.0,9
1757,#E5E5DC,#dce5dc,99.6,13
1758,#222328,#222228,100.0,15
1759,#DB6159,#db6159,99.6,1
1760,#275475,#274375,83.1,9
1761,#536D9A,#53669a,84.3,9
1762,#F2EFE1,#e4f2e1,43.0,13
1763,#1D262D,#1d222d,99.8,15
1764,#E6E5D3,#d4e6d3,93.2,5
1765,#262F35,#262b35,85.7,9
1766,#49749B,#49659b,46.7,9
1767,#CAA27D,#cac47d,75.6,3
1768,#6B846A,#6a8483,100.0,6
1769,#343C50,#343a50,100.0,10
1770,#DBC0A9,#dbd3a9,100.0,3
1771,#BD7853,#bd8b53,100.0,2
1772,#746B54,#607454,98.1,4
1773,#3F4052,#3f3f52,92.1,10
1774,#23241F,#1f2420,100.0,15
1775,#DCC2B4,#dcc9b4,100.0,2
1776,#0E4B44,#0e2e4b,73.8,8
1777,#2A303E,#2a2e3e,99.8,10
1778,#E8E7E6,#e8e8e6,65.1,13
1779,#DFDFDF,#dfdfdf,100.0,13
1780,#2D323E,#2d303e,64.3,10
1781,#DAE1FE,#dadffe,100.0,10
1782,#EAE8DA,#dceada,83.5,13
1783,#242625,#242526,93.8,15
1784,#223340,#222c40,91.3,9
1785,#1D1D1D,#1d1d1d,100.0,15
1786,#D5846F,#d5896f,100.0,2
1787,#A28969,#95a269,74.4,3
1788,#6E85A3,#6e7ea3,99.4,9
1789,#292D38,#292c38,100.0,10
1790,#F0EDE9,#eef0e9,99.0,13
1791,#232323,#232323,100.0,15
1792,#F9957A,#f99c7a,100.0,2
1793,#E8CDB3,#e8e6b3,100.0,3
1794,#20211C,#1c211d,100.0,15
1795,#C5AE8D,#b4c58d,100.0,3
1796,#0C5239,#0c3652,72.1,8
1797,#203343,#202c43,100.0,9
1798,#2E2E2E,#2e2e2e,100.0,15
1799,#B69324,#52b624,100.0,4
1800,#226A9E,#224f9e,69.4,9
1801,#F1F0EE,#eff1ee,96.3,13
1802,#E7DED0,#dee7d0,100.0,3
1803,#282828,#282828,100.0,15
1804,#F3E3E6,#f3e3e6,100.0,13
1805,#F2ECC0,#c6f2c0,90.3,4
1806,#888769,#6a8869,81.0,5
1807,#B0CEDA,#b0c1da,100.0,9
1808,#F0EDE9,#eef0e9,91.1,13
1809,#312D32,#312d32,62.2,15
1810,#AE3936,#ae3936,82.6,1
1811,#D1AC83,#c9d183,97.3,3
1812,#78767F,#78767f,99.0,11
1813,#6A9BDD,#6a8cdd,95.0,9
1814,#ECEADD,#dfecdd,82.6,13
1815,#2C2C29,#292c29,50.8,15
1816,#39383E,#39383e,99.8,10
1817,#2B2A27,#282b27,100.0,15
1818,#DED5D3,#ded5d3,100.0,13
1819,#8A4B63,#8a4b63,88.0,1
1820,#373739,#373739,93.8,14
1821,#3D3D43,#3d3d43,97.3,10
1822,#E2914E,#e2c84e,100.0,3
1823,#716959,#657159,77.1,3
1824,#21212A,#21212a,55.6,15
1825,#69307D,#69307d,94.0,12
1826,#2B3548,#2b3248,73.3,10
1827,#49282F,#49282f,100.0,1
1828,#E0E0DD,#dde0dd,49.8,13
1829,#AFA39C,#afa79c,80.2,2
1830,#2A2926,#272a26,98.3,15
1831,#F6595F,#f6595f,100.0,1
1832,#ECC36E,#aaec6e,100.0,3
1833,#727460,#607462,100.0,5
1834,#6F8AB0,#6f82b0,79.1,9
1835,#26283D,#26273d,99.8,10
1836,#E4DDD0,#dae4d0,27.5,3
1837,#646978,#646878,46.9,10
1838,#CCC9C2,#c6ccc2,43.2,13
1839,#D0C0B7,#d0c5b7,56.4,2
1840,#6E7678,#6e7278,99.6,9
1841,#28292E,#28282e,95.0,15
1842,#292B3A,#292a3a,100.0,10
1843,#797F41,#417f47,40.3,5
1844,#7DA5D2,#7d98d2,46.1,9
1845,#6A6E7F,#6a6d7f,81.4,10
1846,#314A6E,#31426e,48.3,9
1847,#232325,#232325,100.0,15
1848,#272729,#272729,100.0,15
1849,#7B8081,#7b7d81,53.7,14
1850,#292A2F,#29292f,100.0,15
1851,#2A3141,#2a2f41,100.0,10
1852,#57605F,#575b60,95.5,8
1853,#242424,#242424,100.0,15
1854,#E9E8E4,#e5e9e4,53.5,13
1855,#E0D9CE,#d9e0ce,100.0,13
1856,#2A2A27,#272a27,97.9,15
1857,#89896A,#6a896a,57.6,5
1858,#EAEBE8,#e8ebe9,47.5,13
1859,#262525,#262525,62.2,15
1860,#DEB585,#d1de85,100.0,3
1861,#232740,#232640,99.8,10
1862,#1E1E2A,#1e1e2a,100.0,15
1863,#C4C4D1,#c4c4d1,100.0,9
1864,#AAB0C5,#aaaec5,86.4,10
1865,#EDEDEB,#ebedeb,51.4,13
1866,#F12E26,#f12e26,100.0,1
1867,#323139,#323139,100.0,10
1868,#EEEFEA,#eaefeb,61.2,13
1869,#DBC5AB,#d3dbab,100.0,3
1870,#1E5D4A,#1e435d,99.0,8
1871,#3C3C48,#3c3c48,100.0,10
1872,#D0162E,#d0162e,100.0,1
1873,#DDCCB7,#d5ddb7,100.0,3
1874,#B3A089,#abb389,62.4,3
1875,#292934,#292934,68.4,10
1876,#BA8B51,#a6ba51,99.8,3
1877,#EFF0EC,#ecf0ed,59.1,13
1878,#F5D4CD,#f5d5cd,93.0,2
1879,#29375A,#29335a,62.8,10
1880,#EDEDEB,#ebedeb,41.5,13
1881,#1F1F1F,#1f1f1f,78.9,15
1882,#E0DFCE,#cfe0ce,96.5,13
1883,#C3A099,#c3a199,85.7,2
1884,#3F4F66,#3f4a66,75.6,9
1885,#202633,#202433,100.0,15
1886,#E1D8C6,#d3e1c6,100.0,3
1887,#2A2A26,#262a26,100.0,15
1888,#064C42,#062b4c,86.2,8
1889,#1B293D,#1b243d,93.4,9
1890,#605D5C,#605d5c,66.1,14
1891,#3C3937,#3c3a37,99.6,2
1892,#2E2D29,#2a2e29,100.0,15
1893,#42404E,#42404e,100.0,10
1894,#413F50,#413f50,49.2,10
1895,#635F5E,#635f5e,94.2,14
1896,#3E3938,#3e3938,99.0,2
1897,#2F2D29,#2c2f29,100.0,15
1898,#3F3F50,#3f3f50,52.1,10
1899,#535350,#505350,43.2,14
1900,#3B3B39,#393b39,80.6,14
1901,#353430,#313530,82.6,4
1902,#36363D,#36363d,100.0,10
1903,#E8E7D5,#d6e8d5,96.1,5
1904,#2A3139,#2a2e39,37.6,9
1905,#E5E4D2,#d3e5d2,44.0,5
1906,#374870,#374470,38.6,10
1907,#232A34,#232734,91.9,9
1908,#812F51,#812f51,72.3,1
1909,#998A59,#6c9959,75.6,4
1910,#EFEFE9,#e9efe9,99.2,13
1911,#2C2E2B,#2b2e2d,98.1,15
1912,#C48C5C,#c4b55c,100.0,3
1913,#014C2D,#01304c,100.0,8
1914,#C5C6C8,#c5c5c8,61.2,14
1915,#2C2E2B,#2b2e2d,100.0,15
1916,#DDB678,#b7dd78,100.0,3
1917,#BFC1BC,#bcc1be,87.0,14
1918,#1C1D18,#181d19,100.0,15
1919,#D92F3C,#d92f3c,100.0,1
1920,#1C202A,#1c1f2a,100.0,15
1921,#D1D1D5,#d1d1d5,76.0,13
1922,#C1B699,#a8c199,98.1,4
1923,#5C90BF,#5c7ebf,100.0,9
1924,#2E2F39,#2e2e39,58.1,10
1925,#4D1E28,#4d1e28,68.0,1
1926,#33497F,#33447f,93.0,10
1927,#3A2024,#3a2024,90.1,1
1928,#5F5F5F,#5f5f5f,100.0,14
1929,#3B3B3B,#3b3b3b,100.0,14
1930,#252525,#252525,100.0,15
1931,#32323E,#32323e,99.4,10
1932,#3A3B48,#3a3a48,91.9,10
1933,#595F62,#595c62,100.0,9
1934,#393939,#393939,77.3,14
1935,#333333,#333333,100.0,15
1936,#383840,#383840,100.0,10
1937,#5B5D5C,#5b5c5d,40.9,14
1938,#3C4043,#3c3e43,73.1,9
1939,#2A2F32,#2a2d32,96.1,15
1940,#2E3441,#2e3241,77.1,10
1941,#F1EDDE,#e3f1de,70.0,13
1942,#2A2929,#2a2929,55.6,15
1943,#F5D8C4,#f5e5c4,100.0,2
1944,#363C51,#363a51,82.2,10
1945,#DCD7CE,#d5dcce,100.0,13
1946,#C5C5C5,#c5c5c5,53.7,14
1947,#EDECEA,#ebedea,62.4,13
1948,#9C9C9C,#9c9c9c,99.8,14
1949,#252525,#252525,100.0,15
1950,#DDC8CA,#ddc8ca,100.0,1
1951,#E1C9B6,#e1d8b6,100.0,3
1952,#383B48,#383a48,99.0,10
1953,#B5B1B0,#b5b1b0,81.0,14
1954,#4F4D53,#4f4d53,6.2,11
1955,#262521,#222621,100.0,15
1956,#D7BFA8,#d7d5a8,100.0,3
1957,#383948,#383848,66.7,10
1958,#2C3134,#2c2f34,100.0,9
1959,#EFF0EB,#ebf0ec,53.9,13
1960,#E4D7CD,#e4decd,96.9,2
1961,#32303D,#32303d,50.0,10
1962,#30344C,#30334c,93.2,10
1963,#ECEBE9,#eaece9,77.7,13
1964,#B1B1B1,#b1b1b1,70.9,14
1965,#DDE0E5,#dddfe5,98.6,13
1966,#5E3A56,#5e3a56,57.2,12
1967,#E5E3E0,#e3e5e0,55.4,13
1968,#A09EA5,#a09ea5,77.7,14
1969,#2C2C2C,#2c2c2c,100.0,15
1970,#F7D890,#bcf790,100.0,4
1971,#D8DAE6,#d8d9e6,100.0,13
1972,#34343A,#34343a,100.0,10
1973,#B8BFC0,#b8bbc0,84.7,14
1974,#1F2120,#1f2021,96.1,15
1975,#2D2F38,#2d2e38,68.8,10
1976,#B7B9B3,#b3b9b5,84.1,14
1977,#2A2220,#2a2220,99.6,15
1978,#374E5E,#37455e,81.8,9
1979,#232C33,#232833,100.0,15
1980,#D95536,#d95c36,66.5,2
1981,#E0CBB2,#d8e0b2,100.0,3
1982,#BFA057,#83bf57,100.0,4
1983,#333648,#333548,86.2,10
1984,#EFEFED,#edefed,84.3,13
1985,#387465,#385a74,100.0,8
1986,#2E2D38,#2e2d38,95.5,10
1987,#EBEBE9,#e9ebe9,53.7,13
